,Company Name,Date,Curr Rtg,Industry Type,years
10698,Six Flags Inc,2001-01-17,3,Amusement Theme Parks,0.0
10699,Six Flags Inc,2003-07-22,3,Amusement Theme Parks,2.507922818401473
10700,Six Flags Inc,2003-10-27,3,Amusement Theme Parks,2.7734997980793583
10701,Six Flags Inc,2004-07-19,3,Amusement Theme Parks,3.5017830619383012
10702,Six Flags Inc,2004-08-20,3,Amusement Theme Parks,3.5893960861619334
10703,Six Flags Inc,2004-11-12,3,Amusement Theme Parks,3.8193802747489682
10704,Six Flags Inc,2005-08-25,3,Amusement Theme Parks,4.602421678747682
10705,Six Flags Inc,2006-04-10,3,Amusement Theme Parks,5.226664476341061
10706,Six Flags Inc,2006-09-18,3,Amusement Theme Parks,5.66746750446621
10707,Six Flags Inc,2007-04-25,3,Amusement Theme Parks,6.267069138996694
10708,Six Flags Inc,2007-11-09,4,Amusement Theme Parks,6.8091747263804185
10709,Six Flags Inc,2008-05-16,4,Amusement Theme Parks,7.326639150701246
10710,Six Flags Inc,2008-06-15,5,Amusement Theme Parks,7.408776360910902
10711,Southern Insurance Co of Virginia,2001-01-18,2,Property & Casualty Insurance,0.0
10712,Atlantic States Insurance Co,2001-01-18,2,Property & Casualty Insurance,0.0
10713,Sheffield Steel Corp/Old,2001-01-18,4,Steel Producers,0.0
10714,Sheffield Steel Corp/Old,2001-06-01,5,Steel Producers,0.36687953893646
10715,Delaware Atlantic Insurance Co,2001-01-18,2,,0.0
10716,Donegal Mutual Insurance Co,2001-01-18,2,Property & Casualty Insurance,0.0
10717,National Energy & Gas Transmission Inc,2001-01-18,2,Power Generation,0.0
10718,National Energy & Gas Transmission Inc,2002-07-31,3,Power Generation,1.5304900169065758
10719,National Energy & Gas Transmission Inc,2002-10-11,3,Power Generation,1.7276193214097484
10720,National Energy & Gas Transmission Inc,2002-11-14,5,Power Generation,1.8207081596473575
10721,Pacific National Insurance Co,2001-01-19,3,,0.0
10722,Pacific National Insurance Co,2001-11-21,4,,0.8377995441384833
10723,Pacific National Insurance Co,2002-11-04,5,,1.790591182570484
10724,Holyoke Mutual Insurance Co in Salem,2001-01-19,1,Property & Casualty Insurance,0.0
10725,Holyoke Mutual Insurance Co in Salem,2007-12-07,1,Property & Casualty Insurance,6.880360308562119
10726,Holyoke Mutual Insurance Co in Salem,2011-02-11,1,Property & Casualty Insurance,10.061808250682766
10727,Holyoke Mutual Insurance Co in Salem,2011-12-15,2,Property & Casualty Insurance,10.902345701828237
10728,Oslo Seismic Services Inc,2001-01-19,2,Oilfield Services & Equipment Manufacturing,0.0
10729,Oslo Seismic Services Inc,2002-07-31,3,Oilfield Services & Equipment Manufacturing,1.5277521098995872
10730,Oslo Seismic Services Inc,2002-09-26,3,Oilfield Services & Equipment Manufacturing,1.683812809297932
10731,Oslo Seismic Services Inc,2002-10-29,3,Oilfield Services & Equipment Manufacturing,1.7741637405285529
10732,Oslo Seismic Services Inc,2002-11-20,4,Oilfield Services & Equipment Manufacturing,1.8343976946823
10733,Oslo Seismic Services Inc,2002-12-30,4,Oilfield Services & Equipment Manufacturing,1.9439139749618404
10734,Oslo Seismic Services Inc,2003-06-18,4,Oilfield Services & Equipment Manufacturing,2.409358166149887
10735,Oslo Seismic Services Inc,2003-11-12,4,Oilfield Services & Equipment Manufacturing,2.811830496177197
10736,ICO Inc,2001-01-19,3,Basic & Diversified Chemicals Manufacturing,0.0
10737,ICO Inc,2002-05-13,3,Basic & Diversified Chemicals Manufacturing,1.3114574563474952
10738,American States Water Co,2001-01-19,1,Water Supply Networks,0.0
10739,American States Water Co,2004-04-22,1,Water Supply Networks,3.2553714313093356
10740,American States Water Co,2007-08-22,1,Water Supply Networks,6.587404258814349
10741,American States Water Co,2010-07-30,1,Water Supply Networks,9.525178477313018
10742,Royal Caribbean Cruises Ltd,2001-01-22,2,Cruise Lines,0.0
10743,Royal Caribbean Cruises Ltd,2001-09-19,3,Cruise Lines,0.6570976816772418
10745,Royal Caribbean Cruises Ltd,2001-11-20,3,Cruise Lines,0.8268479161105293
10746,Royal Caribbean Cruises Ltd,2002-10-25,3,Cruise Lines,1.7549983914796334
10747,Royal Caribbean Cruises Ltd,2005-11-09,3,Cruise Lines,4.796813076243866
10748,Royal Caribbean Cruises Ltd,2006-01-12,2,Cruise Lines,4.97203912469113
10749,Royal Caribbean Cruises Ltd,2006-08-31,2,Cruise Lines,5.604495643305475
10750,Royal Caribbean Cruises Ltd,2006-11-03,2,Cruise Lines,5.77972169175274
10751,Royal Caribbean Cruises Ltd,2008-04-03,3,Cruise Lines,7.195219614365798
10752,Royal Caribbean Cruises Ltd,2008-11-07,3,Cruise Lines,7.792083341889293
10753,Royal Caribbean Cruises Ltd,2008-12-05,3,Cruise Lines,7.86874473808497
10754,Royal Caribbean Cruises Ltd,2009-01-30,3,Cruise Lines,8.022067530476328
10755,Royal Caribbean Cruises Ltd,2010-11-17,3,Cruise Lines,9.818134527060788
10756,Royal Caribbean Cruises Ltd,2015-07-31,3,Cruise Lines,14.519120858060056
10757,Royal Caribbean Cruises Ltd,2017-05-09,2,Cruise Lines,16.29328459858861
10758,Royal Caribbean Cruises Ltd,2020-03-10,2,Cruise Lines,19.129756257828703
10759,Royal Caribbean Cruises Ltd,2020-06-04,3,Cruise Lines,19.365216260429715
10760,Royal Caribbean Cruises Ltd,2020-08-31,3,Cruise Lines,19.606152077044705
10761,Royal Caribbean Cruises Ltd,2020-12-08,3,Cruise Lines,19.877204870736566
10762,Royal Caribbean Cruises Ltd,2021-02-25,3,Cruise Lines,20.093499524288656
10763,European American Bank,2001-01-22,1,Banks,0.0
10764,European American Bank,2001-02-13,1,Banks,0.06023395415374717
10765,Motorola Solutions Inc,2001-01-22,1,Mobile Radio Communications Equipment,0.0
10766,Motorola Solutions Inc,2001-02-23,1,Mobile Radio Communications Equipment,0.08761302422363225
10767,Motorola Solutions Inc,2001-05-21,1,Mobile Radio Communications Equipment,0.3258109338316324
10768,Motorola Solutions Inc,2001-10-17,2,Mobile Radio Communications Equipment,0.73375907787292
10769,Motorola Solutions Inc,2002-06-14,2,Mobile Radio Communications Equipment,1.3908567595501617
10770,Motorola Solutions Inc,2005-05-31,2,Mobile Radio Communications Equipment,4.353272141111727
10771,Motorola Solutions Inc,2006-06-26,1,Mobile Radio Communications Equipment,5.423793780844234
10772,Motorola Solutions Inc,2007-07-12,1,Mobile Radio Communications Equipment,6.466936350506855
10773,Motorola Solutions Inc,2008-01-25,2,Mobile Radio Communications Equipment,7.006304030883591
10774,Motorola Solutions Inc,2008-12-05,3,Mobile Radio Communications Equipment,7.868744738084971
10775,Motorola Solutions Inc,2010-09-02,3,Mobile Radio Communications Equipment,9.610053594529662
10776,Motorola Solutions Inc,2011-01-04,2,Mobile Radio Communications Equipment,9.949554063396237
10777,Motorola Solutions Inc,2015-08-05,2,Mobile Radio Communications Equipment,14.532810393094998
10778,Highlands Insurance Co Ltd,2001-01-23,2,,0.0
10779,Highlands Insurance Co Ltd,2001-04-03,3,,0.19165349048919553
10780,Highlands Insurance Co Ltd,2001-11-21,4,,0.8268479161105293
10781,Highlands Insurance Co Ltd,2002-11-04,5,,1.77963955454253
10782,California Steel Industries Inc,2001-01-23,3,Steel Producers,0.0
10783,California Steel Industries Inc,2001-11-28,3,Steel Producers,0.8460132651594489
10784,Independent Wireless One Corp,2001-01-24,3,Wireless Service Providers,0.0
10785,Independent Wireless One Corp,2002-04-09,3,Wireless Service Providers,1.2046790830749434
10786,Independent Wireless One Corp,2002-10-11,3,Wireless Service Providers,1.7111918793678174
10787,Independent Wireless One Corp,2002-11-22,4,Wireless Service Providers,1.8261839736613348
10788,Independent Wireless One Corp,2003-04-15,4,Wireless Service Providers,2.2204425826676797
10789,Independent Wireless One Corp,2003-05-16,4,Wireless Service Providers,2.3053176998843234
10790,Independent Wireless One Corp,2003-07-01,5,Wireless Service Providers,2.431261422205795
10791,Iwo Holdings Inc/Old,2001-01-24,3,Wireless Service Providers,0.0
10792,Iwo Holdings Inc/Old,2002-04-09,3,Wireless Service Providers,1.2046790830749434
10793,Iwo Holdings Inc/Old,2002-10-11,3,Wireless Service Providers,1.7111918793678174
10794,Iwo Holdings Inc/Old,2002-11-22,4,Wireless Service Providers,1.8261839736613348
10795,Iwo Holdings Inc/Old,2003-04-15,4,Wireless Service Providers,2.2204425826676797
10796,Iwo Holdings Inc/Old,2003-05-16,4,Wireless Service Providers,2.3053176998843234
10797,Iwo Holdings Inc/Old,2003-08-22,4,Wireless Service Providers,2.573632586569197
10798,Iwo Holdings Inc/Old,2004-07-29,5,Wireless Service Providers,3.509996782959267
10799,Coast Hotels & Casinos Inc,2001-01-24,3,Casino Hotels,0.0
10800,Coast Hotels & Casinos Inc,2004-02-09,3,Casino Hotels,3.041814684764232
10801,AMI Semiconductor Inc,2001-01-25,3,Semiconductor Devices,0.0
10802,AMI Semiconductor Inc,2002-04-16,3,Semiconductor Devices,1.2211065251168745
10803,AMI Semiconductor Inc,2002-12-04,3,Semiconductor Devices,1.8563009507382082
10804,Green Mountain Power Corp,2001-01-25,2,Electricity Networks,0.0
10805,Green Mountain Power Corp,2001-04-03,2,Electricity Networks,0.18617767647521852
10806,Green Mountain Power Corp,2004-11-03,2,Electricity Networks,3.7728358556301633
10807,Green Mountain Power Corp,2006-06-22,2,Electricity Networks,5.404628431795314
10808,Green Mountain Power Corp,2007-06-27,2,Electricity Networks,6.417654024381061
10809,Green Mountain Power Corp,2011-06-23,2,Electricity Networks,10.406784533563318
10810,Green Mountain Power Corp,2011-08-26,2,Electricity Networks,10.582010582010582
10811,Green Mountain Power Corp,2013-11-26,2,Electricity Networks,12.835308048762123
10812,Green Mountain Power Corp,2013-12-17,2,Electricity Networks,12.892804095908883
10813,Green Mountain Power Corp,2015-12-08,1,Electricity Networks,14.866835047947596
10814,TD Ameritrade Holding Corp,2001-01-25,3,Retail Securities Brokerage,0.0
10815,TD Ameritrade Holding Corp,2001-02-09,4,Retail Securities Brokerage,0.04106860510482761
10816,TD Ameritrade Holding Corp,2001-02-15,5,Retail Securities Brokerage,0.057496047146758655
10817,Ricoh Finance Corp,2001-01-25,1,Office Electronics,0.0
10818,Ricoh Finance Corp,2004-10-28,1,Office Electronics,3.7564084135882325
10819,Ricoh Finance Corp,2011-11-07,1,Office Electronics,10.781877793520742
10820,Ricoh Finance Corp,2012-02-07,1,Office Electronics,11.033765238163685
10821,Ricoh Finance Corp,2016-05-18,1,Office Electronics,15.310375983079734
10822,Ricoh Finance Corp,2018-03-06,2,Office Electronics,17.109180886671183
10823,Whirlpool Financial Corp,2001-01-26,2,Other Financial Services,0.0
10824,Whirlpool Financial Corp,2001-05-24,2,Other Financial Services,0.3230730268246439
10825,Whirlpool Financial Corp,2005-07-18,2,Other Financial Services,4.473740049419221
10826,Whirlpool Financial Corp,2006-03-30,2,Other Financial Services,5.171906336201291
10827,Whirlpool Financial Corp,2008-10-29,2,Other Financial Services,7.756490550798442
10828,Whirlpool Financial Corp,2009-01-20,2,Other Financial Services,7.983736832378488
10829,Heartport Inc,2001-01-26,3,Surgical & Medical Instruments Manufacturing,0.0
10830,Pennzoil-Quaker State Co,2001-01-26,2,Other Consumer Products Manufacturing,0.0
10831,Pennzoil-Quaker State Co,2001-03-02,3,Other Consumer Products Manufacturing,0.09582674524459776
10832,Pennzoil-Quaker State Co,2002-03-26,3,Other Consumer Products Manufacturing,1.1608725709631273
10833,Pennzoil-Quaker State Co,2002-10-11,1,Other Consumer Products Manufacturing,1.7057160653538403
10834,Apache Corp,2001-01-26,1,Crude Oil Production,0.0
10835,Apache Corp,2015-01-16,1,Crude Oil Production,13.971539456662354
10836,Apache Corp,2015-04-15,2,Crude Oil Production,14.215213180284332
10837,Apache Corp,2016-02-02,2,Crude Oil Production,15.017419933331965
10838,Apache Corp,2020-03-26,3,Crude Oil Production,19.162611141912564
10839,TL Administration Corp,2001-01-26,3,Health Supplement Stores,0.0
10840,TL Administration Corp,2001-05-16,3,Health Supplement Stores,0.30116977076873586
10841,TL Administration Corp,2001-08-17,3,Health Supplement Stores,0.555795122418667
10842,TL Administration Corp,2002-03-28,4,Health Supplement Stores,1.1663483849771044
10843,TL Administration Corp,2003-05-16,4,Health Supplement Stores,2.2998418858703467
10844,TL Administration Corp,2003-09-05,5,Health Supplement Stores,2.606487470653059
10845,Whirlpool Corp,2001-01-26,2,Household Appliances Manufacturing,0.0
10846,Whirlpool Corp,2001-05-24,2,Household Appliances Manufacturing,0.3230730268246439
10847,Whirlpool Corp,2005-07-18,2,Household Appliances Manufacturing,4.473740049419221
10848,Whirlpool Corp,2006-03-30,2,Household Appliances Manufacturing,5.171906336201291
10849,Whirlpool Corp,2008-10-29,2,Household Appliances Manufacturing,7.756490550798442
10850,Whirlpool Corp,2009-01-20,2,Household Appliances Manufacturing,7.983736832378488
10851,Whirlpool Corp,2013-03-29,2,Household Appliances Manufacturing,12.169996646063916
10852,Maytag Corp,2001-01-26,1,Household Appliances Manufacturing,0.0
10853,Maytag Corp,2001-06-05,2,Household Appliances Manufacturing,0.355927910908506
10854,Maytag Corp,2003-04-16,2,Household Appliances Manufacturing,2.2177046756606913
10855,Maytag Corp,2003-07-01,2,Household Appliances Manufacturing,2.425785608191818
10856,Maytag Corp,2005-01-28,2,Household Appliances Manufacturing,4.005557951224187
10857,Maytag Corp,2005-04-22,3,Household Appliances Manufacturing,4.235542139811222
10858,Maytag Corp,2005-05-20,3,Household Appliances Manufacturing,4.3122035360068995
10859,Maytag Corp,2005-07-18,3,Household Appliances Manufacturing,4.473740049419222
10860,Destia Communications Inc,2001-01-29,3,Wireline Telecommunications Services,0.0
10861,Destia Communications Inc,2001-03-16,4,Wireline Telecommunications Services,0.12594372232147136
10862,Destia Communications Inc,2001-04-17,5,Wireline Telecommunications Services,0.2135567465451036
10863,Viatel Inc,2001-01-29,3,Wireline Telecommunications Services,0.0
10864,Viatel Inc,2001-03-16,4,Wireline Telecommunications Services,0.12594372232147136
10865,Viatel Inc,2001-04-17,5,Wireline Telecommunications Services,0.2135567465451036
10866,Midland Life Insurance CO,2001-01-30,1,Life Insurance,0.0
10867,American Healthcare Specialt,2001-01-30,1,,0.0
10868,American Healthcare Specialt,2002-03-06,2,,1.095162802795403
10869,American Healthcare Specialt,2002-09-09,3,,1.607151413102254
10870,American Healthcare Specialt,2007-12-07,3,,6.850243331485246
10871,American Country Insurance Co Inc,2001-01-30,3,Property & Casualty Insurance,0.0
10872,American Country Insurance Co Inc,2003-02-28,4,Property & Casualty Insurance,2.0780714183042774
10873,North Atlantic Energy Corp,2001-01-31,2,Integrated Utilities,0.0
10874,Western Massachusetts Electric Co,2001-01-31,2,Electricity Marketing,0.0
10875,Western Massachusetts Electric Co,2001-11-08,2,Electricity Marketing,0.7693518689637706
10876,Western Massachusetts Electric Co,2005-05-27,2,Electricity Marketing,4.317679350020876
10877,Western Massachusetts Electric Co,2010-10-18,2,Electricity Marketing,9.711356153788238
10878,Western Massachusetts Electric Co,2011-05-16,2,Electricity Marketing,10.286316625255823
10879,Western Massachusetts Electric Co,2012-04-05,1,Electricity Marketing,11.176136402527089
10880,Western Massachusetts Electric Co,2015-04-23,1,Electricity Marketing,14.223426901305297
10881,Western Massachusetts Electric Co,2017-12-05,1,Electricity Marketing,16.843603906993298
10882,Public Service Co of New Hampshire,2001-01-31,2,Electricity Distribution,0.0
10883,Public Service Co of New Hampshire,2001-11-08,2,Electricity Distribution,0.7693518689637706
10884,Public Service Co of New Hampshire,2005-05-27,2,Electricity Distribution,4.317679350020876
10885,Public Service Co of New Hampshire,2010-10-18,2,Electricity Distribution,9.711356153788238
10886,Public Service Co of New Hampshire,2011-05-16,2,Electricity Distribution,10.286316625255823
10887,Public Service Co of New Hampshire,2012-04-05,1,Electricity Distribution,11.176136402527089
10888,Public Service Co of New Hampshire,2015-04-23,1,Electricity Distribution,14.223426901305297
10889,Public Service Co of New Hampshire,2017-12-05,1,Electricity Distribution,16.843603906993298
10890,Public Service Co of New Hampshire,2019-07-25,1,Electric Distribution,18.478134390165437
10891,Connecticut Light & Power Co/The,2001-01-31,2,Electricity Networks,0.0
10892,Connecticut Light & Power Co/The,2001-11-08,2,Electricity Networks,0.7693518689637706
10893,Connecticut Light & Power Co/The,2005-05-27,2,Electricity Networks,4.317679350020876
10894,Connecticut Light & Power Co/The,2010-10-18,2,Electricity Networks,9.711356153788238
10895,Connecticut Light & Power Co/The,2011-05-16,2,Electricity Networks,10.286316625255823
10896,Connecticut Light & Power Co/The,2012-04-05,1,Electricity Networks,11.176136402527089
10897,Connecticut Light & Power Co/The,2015-04-23,1,Electricity Networks,14.223426901305297
10898,Connecticut Light & Power Co/The,2017-12-05,1,Electricity Networks,16.843603906993298
10899,Orbital ATK Inc,2001-01-31,3,Defense Primes,0.0
10900,Orbital ATK Inc,2001-03-06,3,Defense Primes,0.09308883823760926
10901,Orbital ATK Inc,2004-01-28,3,Defense Primes,2.9897944516314503
10902,Orbital ATK Inc,2004-02-11,3,Defense Primes,3.0281251497292896
10903,Orbital ATK Inc,2006-02-17,3,Defense Primes,5.045962613879819
10904,Orbital ATK Inc,2008-01-09,3,Defense Primes,6.937856355708878
10905,Orbital ATK Inc,2008-05-12,3,Defense Primes,7.277356824575453
10906,Orbital ATK Inc,2014-04-29,3,Defense Primes,13.240518285796423
10907,Orbital ATK Inc,2015-02-09,3,Defense Primes,14.023559689795135
10908,Orbital ATK Inc,2017-09-18,3,Defense Primes,16.630047160448196
10909,Eversource Energy,2001-01-31,2,Electricity Distribution,0.0
10910,Eversource Energy,2001-11-08,2,Electricity Distribution,0.7693518689637706
10911,Eversource Energy,2005-05-27,2,Electricity Distribution,4.317679350020876
10912,Eversource Energy,2010-10-18,2,Electricity Distribution,9.711356153788238
10913,Eversource Energy,2011-05-16,2,Electricity Distribution,10.286316625255823
10914,Eversource Energy,2012-04-05,1,Electricity Distribution,11.176136402527089
10915,Eversource Energy,2015-04-23,1,Electricity Distribution,14.223426901305297
10916,Eversource Energy,2017-12-05,1,Electricity Distribution,16.843603906993298
10917,Eversource Energy,2019-07-25,1,Electric Distribution,18.478134390165437
10918,Burlington Insurance Co/The,2001-02-01,2,Property & Casualty Insurance,0.0
10919,First Financial Insurance Co,2001-02-01,2,Property & Casualty Insurance,0.0
10920,Rock River Insurance Co,2001-02-01,1,Property & Casualty Insurance,0.0
10921,Neenah Foundry Co,2001-02-01,3,Fabricated Metal & Hardware Manufacturing,0.0
10922,Neenah Foundry Co,2002-02-15,3,Fabricated Metal & Hardware Manufacturing,1.0376667556486443
10923,Neenah Foundry Co,2002-06-13,3,Fabricated Metal & Hardware Manufacturing,1.360739782473288
10924,Neenah Foundry Co,2003-03-05,3,Fabricated Metal & Hardware Manufacturing,2.0862851393252426
10925,Neenah Foundry Co,2003-05-05,5,Fabricated Metal & Hardware Manufacturing,2.2532974667515417
10926,Sentry Casualty Co,2001-02-01,1,Property & Casualty Insurance,0.0
10927,Sentry Casualty Co,2011-02-11,1,Property & Casualty Insurance,10.026215459591915
10928,Sentry Casualty Co,2013-09-30,2,Property & Casualty Insurance,12.66008200031486
10929,Insight Communications Co LLC,2001-02-01,3,Cable & Satellite,0.0
10930,Insight Communications Co LLC,2005-06-01,4,Cable & Satellite,4.328630978048831
10931,Insight Communications Co LLC,2007-04-02,4,Cable & Satellite,6.163028672731131
10932,Insight Communications Co LLC,2008-03-27,3,Cable & Satellite,7.148675195246994
10933,Doe Run Resources Corp/The,2001-02-01,3,Base Metals,0.0
10934,Doe Run Resources Corp/The,2001-10-08,4,Base Metals,0.6817388447401383
10935,Doe Run Resources Corp/The,2002-02-01,4,Base Metals,0.9993360575508052
10936,Doe Run Resources Corp/The,2002-03-18,5,Base Metals,1.122541872865288
10937,Weirton Steel Corp,2001-02-01,3,Steel Producers,0.0
10938,Weirton Steel Corp,2001-08-03,4,Steel Producers,0.5010369822788969
10939,Weirton Steel Corp,2001-11-01,4,Steel Producers,0.7474486129078626
10940,Weirton Steel Corp,2002-01-22,5,Steel Producers,0.9719569874809202
10941,Anchor Glass Container Corp/Bankruptcy 2002,2001-02-02,3,Containers & Packaging Manufacturing,0.0
10942,Anchor Glass Container Corp/Bankruptcy 2002,2001-09-17,4,Containers & Packaging Manufacturing,0.6215048905863912
10944,Anchor Glass Container Corp/Bankruptcy 2002,2002-03-19,5,Containers & Packaging Manufacturing,1.122541872865288
10945,Puget Sound Power & Light Co,2001-02-02,2,,0.0
10946,Puget Sound Power & Light Co,2001-04-09,2,,0.1807018624612415
10947,Puget Sound Power & Light Co,2001-10-08,2,,0.6790009377331498
10948,Puget Sound Power & Light Co,2001-10-30,2,,0.7392348918868971
10949,Puget Sound Power & Light Co,2002-07-18,2,,1.4538286207108975
10950,Puget Sound Power & Light Co,2007-10-26,2,,6.727037516170763
10951,Puget Sound Power & Light Co,2009-01-16,2,,7.953619855301614
10952,Washington Natural Gas Co,2001-02-02,2,Gas Distribution,0.0
10953,Washington Natural Gas Co,2001-04-09,2,Gas Distribution,0.1807018624612415
10954,Washington Natural Gas Co,2001-10-08,2,Gas Distribution,0.6790009377331498
10955,Washington Natural Gas Co,2001-10-30,2,Gas Distribution,0.7392348918868971
10956,Washington Natural Gas Co,2002-03-20,2,Gas Distribution,1.1252797798722767
10957,Washington Natural Gas Co,2002-07-18,2,Gas Distribution,1.4538286207108975
10958,Washington Natural Gas Co,2007-10-26,2,Gas Distribution,6.727037516170763
10959,Washington Natural Gas Co,2009-01-16,2,Gas Distribution,7.953619855301614
10960,Avis Budget Car Rental LLC,2001-02-02,3,Passenger Vehicle Rental,0.0
10961,Avis Budget Car Rental LLC,2008-01-25,3,Passenger Vehicle Rental,6.976187053806718
10962,Avis Budget Car Rental LLC,2008-07-02,3,Passenger Vehicle Rental,7.41151426791789
10963,Avis Budget Car Rental LLC,2008-10-24,3,Passenger Vehicle Rental,7.72363566671458
10964,Avis Budget Car Rental LLC,2008-12-22,4,Passenger Vehicle Rental,7.885172180126903
10965,Avis Budget Car Rental LLC,2009-01-06,4,Passenger Vehicle Rental,7.926240785231729
10966,Avis Budget Car Rental LLC,2009-04-17,4,Passenger Vehicle Rental,8.202769392937569
10967,Avis Budget Car Rental LLC,2009-10-12,3,Passenger Vehicle Rental,8.690116840181524
10968,Avis Budget Car Rental LLC,2010-02-02,3,Passenger Vehicle Rental,8.999500331971225
10969,Avis Budget Car Rental LLC,2011-06-14,3,Passenger Vehicle Rental,10.360240114444514
10970,Avis Budget Car Rental LLC,2011-10-03,3,Passenger Vehicle Rental,10.664147792220238
10971,Avis Budget Car Rental LLC,2014-03-06,3,Passenger Vehicle Rental,13.087195493405066
10972,Avis Budget Car Rental LLC,2014-05-12,3,Passenger Vehicle Rental,13.270635262873297
10973,Avis Budget Car Rental LLC,2016-12-16,3,Passenger Vehicle Rental,15.86890901250539
10974,Avis Budget Car Rental LLC,2020-03-16,3,Passenger Vehicle Rental,19.11606672279376
10975,Avis Budget Car Rental LLC,2020-04-21,3,Passenger Vehicle Rental,19.214631375045347
10976,Avis Budget Car Rental LLC,2020-11-12,3,Passenger Vehicle Rental,19.77590231147799
10977,Insight Health Services Corp,2001-02-02,3,Radiology & Diagnostic Imaging,0.0
10978,Insight Health Services Corp,2001-08-21,3,Radiology & Diagnostic Imaging,0.5475814013977015
10979,Insight Health Services Corp,2004-06-23,3,Radiology & Diagnostic Imaging,3.386790967644784
10980,Insight Health Services Corp,2004-10-26,3,Radiology & Diagnostic Imaging,3.7290293435183473
10981,Insight Health Services Corp,2006-09-29,3,Radiology & Diagnostic Imaging,5.653777969431268
10982,Insight Health Services Corp,2006-11-15,4,Radiology & Diagnostic Imaging,5.782459598759728
10983,Insight Health Services Corp,2007-02-20,4,Radiology & Diagnostic Imaging,6.048036578437613
10984,Insight Health Services Corp,2007-05-03,5,Radiology & Diagnostic Imaging,6.2451658829407855
10985,Puget Energy Inc,2001-02-02,2,Electricity Distribution,0.0
10986,Puget Energy Inc,2001-04-09,2,Electricity Distribution,0.1807018624612415
10987,Puget Energy Inc,2001-10-08,2,Electricity Distribution,0.6790009377331498
10988,Puget Energy Inc,2001-10-30,2,Electricity Distribution,0.7392348918868971
10989,Puget Energy Inc,2002-03-20,2,Electricity Distribution,1.1252797798722767
10990,Puget Energy Inc,2002-07-18,2,Electricity Distribution,1.4538286207108975
10991,Puget Energy Inc,2007-10-26,2,Electricity Distribution,6.727037516170763
10992,Puget Energy Inc,2009-01-16,3,Electricity Distribution,7.953619855301614
10993,Puget Energy Inc,2013-11-26,3,Electricity Distribution,12.813404792706216
10994,Puget Energy Inc,2013-12-03,2,Electricity Distribution,12.832570141755134
10995,Puget Energy Inc,2020-07-23,2,Electric Distribution,19.469256726695278
10996,Puget Energy Inc,2020-08-21,2,Electric Distribution,19.548656029897945
10997,Netco Government Services LLC,2001-02-05,4,Information Technology (IT) Services,0.0
10998,Netco Government Services LLC,2001-04-27,4,Information Technology (IT) Services,0.2217704675660691
10999,Netco Government Services LLC,2001-10-12,4,Information Technology (IT) Services,0.6817388447401385
11000,Ciena Corp,2001-02-05,3,Wireline Network Infrastructure Equipment,0.0
11001,Ciena Corp,2002-08-26,3,Wireline Network Infrastructure Equipment,1.5523932729624839
11002,Ciena Corp,2008-03-24,3,Wireline Network Infrastructure Equipment,7.129509846198074
11003,Ciena Corp,2009-10-07,3,Wireline Network Infrastructure Equipment,8.668213584125615
11004,Ciena Corp,2009-11-24,3,Wireline Network Infrastructure Equipment,8.799633120461063
11005,Ciena Corp,2010-03-22,3,Wireline Network Infrastructure Equipment,9.122706147285708
11006,Ciena Corp,2010-10-12,3,Wireline Network Infrastructure Equipment,9.681239176711363
11007,Ciena Corp,2011-01-21,3,Wireline Network Infrastructure Equipment,9.957767784417202
11008,Ciena Corp,2016-04-12,3,Wireline Network Infrastructure Equipment,15.181694353751276
11009,Ciena Corp,2017-01-20,3,Wireline Network Infrastructure Equipment,15.956522036729023
11010,Ciena Corp,2019-09-16,3,Wireline Network Infrastructure Equipment,18.609553926500887
11011,International Multifoods Corp,2001-02-05,2,Packaged Food Manufacturing,0.0
11012,International Multifoods Corp,2001-05-18,3,Packaged Food Manufacturing,0.27926651471282776
11013,International Multifoods Corp,2002-07-30,3,Packaged Food Manufacturing,1.4784697837737941
11014,International Multifoods Corp,2002-10-21,3,Packaged Food Manufacturing,1.7057160653538403
11015,International Multifoods Corp,2003-11-05,3,Packaged Food Manufacturing,2.7461207280094735
11016,International Multifoods Corp,2004-03-08,3,Packaged Food Manufacturing,3.085621196876048
11017,Eastman Chemical Co,2001-02-05,2,Basic & Diversified Chemicals Manufacturing,0.0
11018,Eastman Chemical Co,2001-11-20,2,Basic & Diversified Chemicals Manufacturing,0.7885172180126901
11019,Tosco Corp,2001-02-05,2,Exploration & Production,0.0
11020,Jones Group Inc/NY,2001-02-06,2,Apparel Design,0.0
11021,Jones Group Inc/NY,2003-06-04,2,Apparel Design,2.3217451419262547
11022,Jones Group Inc/NY,2003-10-28,2,Apparel Design,2.721479564946577
11023,Jones Group Inc/NY,2006-03-21,2,Apparel Design,5.117148196061521
11024,Jones Group Inc/NY,2006-07-28,2,Apparel Design,5.470338199963039
11025,Jones Group Inc/NY,2006-11-02,2,Apparel Design,5.735915179640924
11026,Jones Group Inc/NY,2007-06-22,2,Apparel Design,6.371109605262258
11027,Jones Group Inc/NY,2007-09-10,3,Apparel Design,6.590142165821338
11028,Jones Group Inc/NY,2008-05-01,3,Apparel Design,7.230812405456649
11029,Jones Group Inc/NY,2008-08-05,3,Apparel Design,7.493651478127545
11030,Jones Group Inc/NY,2008-10-29,3,Apparel Design,7.726373573721569
11031,Jones Group Inc/NY,2013-12-20,3,Apparel Design,12.868162932845987
