,Company Name,Date,Curr Rtg,Industry Type,years,Year,GDP,PX_LAST
4092,Main Street Capital Corp,2020-03-24,2,BDCs (Business Development Companies),5.4949793630259345,2020,-0.022404253468248925,0.1827724873267209
4093,Tiffany & Co,2020-09-14,2,Jewelry Stores,5.9795889032629015,2020,-0.022404253468248925,0.1827724873267209
4094,Tiffany & Co,2020-10-29,2,Jewelry Stores,6.102794718577384,2020,-0.022404253468248925,0.1827724873267209
4095,Central Security Group Inc,2020-02-27,4,Security Devices Manufacturing,5.462124478942073,2020,-0.022404253468248925,0.1827724873267209
4096,Central Security Group Inc,2020-10-19,5,Security Devices Manufacturing,6.105532625584372,2020,-0.022404253468248925,0.1827724873267209
4097,Mister Car Wash Holdings Inc,2020-04-17,5,Auto Repair Centers,5.604495643305475,2020,-0.022404253468248925,0.1827724873267209
4101,TMK Hawk Parent Corp,2020-09-10,4,Other Commercial Support Services,6.004230066325797,2020,-0.022404253468248925,0.1827724873267209
4102,TMK Hawk Parent Corp,2020-10-07,5,Other Commercial Support Services,6.078153555514486,2020,-0.022404253468248925,0.1827724873267209
4103,World Omni Financial Corp,2020-09-14,2,Other Financial Services,6.026133322381705,2020,-0.022404253468248925,0.1827724873267209
4104,RGIS Holdings LLC,2020-04-15,4,Other Professional Services,5.612709364326441,2020,-0.022404253468248925,0.1827724873267209
4105,RGIS Holdings LLC,2020-06-10,5,Other Professional Services,5.766032156717797,2020,-0.022404253468248925,0.1827724873267209
4106,Parsley Energy LLC,2020-01-13,3,Crude Oil & Natural Gas Exploration & Production,5.404628431795314,2020,-0.022404253468248925,0.1827724873267209
4107,Parsley Energy LLC,2020-10-21,3,Crude Oil & Natural Gas Exploration & Production,6.176718207766074,2020,-0.022404253468248925,0.1827724873267209
4108,XPO Logistics Inc,2020-01-16,3,Asset-Based Less Than Truckload,5.42926959485821,2020,-0.022404253468248925,0.1827724873267209
4109,XPO Logistics Inc,2020-04-23,3,Asset-Based Less Than Truckload,5.6975844815430845,2020,-0.022404253468248925,0.1827724873267209
4110,Bioplan USA Inc,2020-07-10,4,Packaging Machinery Manufacturing,5.933044484144096,2020,-0.022404253468248925,0.1827724873267209
4111,NN Inc,2020-04-21,3,Fluid Power Valve Manufacturing,5.724963551612969,2020,-0.022404253468248925,0.1827724873267209
4112,NN Inc,2020-08-25,3,Fluid Power Valve Manufacturing,6.069939834493522,2020,-0.022404253468248925,0.1827724873267209
4113,NN Inc,2020-10-06,3,Fluid Power Valve Manufacturing,6.184931928787039,2020,-0.022404253468248925,0.1827724873267209
4114,Portillo's Holdings LLC,2020-03-19,3,Restaurants,5.656515876438257,2020,-0.022404253468248925,0.1827724873267209
4115,Portillo's Holdings LLC,2020-04-13,4,Restaurants,5.724963551612969,2020,-0.022404253468248925,0.1827724873267209
4116,Portillo's Holdings LLC,2020-08-19,4,Restaurants,6.075415648507499,2020,-0.022404253468248925,0.1827724873267209
4117,CSI Compressco LP,2020-04-20,4,Onshore Oilfield Services,5.749604714675866,2020,-0.022404253468248925,0.1827724873267209
4118,CSI Compressco LP,2020-06-16,5,Onshore Oilfield Services,5.90566541407421,2020,-0.022404253468248925,0.1827724873267209
4119,USS Parent Holding Corp,2020-04-13,3,Hazardous Waste Treatment & Disposal,5.746866807668877,2020,-0.022404253468248925,0.1827724873267209
4120,Northwest Hardwoods Inc,2020-04-16,4,Wood Products Manufacturing,5.771507970731774,2020,-0.022404253468248925,0.1827724873267209
4121,Northwest Hardwoods Inc,2020-08-21,5,Wood Products Manufacturing,6.119222160619315,2020,-0.022404253468248925,0.1827724873267209
4122,Covenant Surgical Partners Inc,2020-03-25,3,Surgical & Emergency Centers,5.714011923585016,2020,-0.022404253468248925,0.1827724873267209
4123,Covenant Surgical Partners Inc,2020-10-22,3,Surgical & Emergency Centers,6.291710302059591,2020,-0.022404253468248925,0.1827724873267209
4124,Outerstuff LLC,2020-05-13,5,Apparel Design,5.848169366927452,2020,-0.022404253468248925,0.1827724873267209
4125,TIBCO Software Inc,2020-02-10,3,Enterprise Software,5.1636926151803255,2020,-0.022404253468248925,0.1827724873267209
4126,Dealer Tire LLC,2020-01-16,3,Tire Wholesalers,5.117148196061521,2020,-0.022404253468248925,0.1827724873267209
4127,Vine Oil & Gas LP,2020-03-03,4,Crude Oil & Natural Gas Exploration & Production,5.251305639403958,2020,-0.022404253468248925,0.1827724873267209
4128,PSC Industrial Outsourcing LP,2020-04-17,4,Industrial Maintenance Services,5.41284215281628,2020,-0.022404253468248925,0.1827724873267209
4129,EnTrans International LLC,2020-04-20,3,Truck Trailers Manufacturing,5.423793780844234,2020,-0.022404253468248925,0.1827724873267209
4130,Greystar Real Estate Partners LLC,2020-07-15,3,Multi Asset Class Owners & Developers,5.686632853515131,2020,-0.022404253468248925,0.1827724873267209
4131,Nexteer Automotive Group Ltd,2020-06-26,2,Steering & Suspension Manufacturing,5.645564248410302,2020,-0.022404253468248925,0.1827724873267209
4133,TOMS Shoes LLC,2020-01-07,5,"Apparel, Footwear & Accessories Design",5.245829825389981,2020,-0.022404253468248925,0.1827724873267209
4134,Ceridian HCM Holding Inc,2020-02-10,3,Application Software,4.865260751418578,2020,-0.022404253468248925,0.1827724873267209
4135,Fossil Group Inc,2020-02-27,3,Watch,4.982990752719084,2020,-0.022404253468248925,0.1827724873267209
4136,Fossil Group Inc,2020-04-13,3,Watch,5.108934475040556,2020,-0.022404253468248925,0.1827724873267209
4137,Fossil Group Inc,2020-06-16,3,Watch,5.28416052348782,2020,-0.022404253468248925,0.1827724873267209
4138,Mohegan Tribal Finance Authority,2020-03-20,3,Local Agencies,5.117148196061521,2020,-0.022404253468248925,0.1827724873267209
4139,Mohegan Tribal Finance Authority,2020-05-08,4,Local Agencies,5.251305639403958,2020,-0.022404253468248925,0.1827724873267209
4140,International Game Technology PLC,2020-03-17,3,Gaming Equipment,5.128099824089475,2020,-0.022404253468248925,0.1827724873267209
4141,International Game Technology PLC,2020-09-21,3,Gaming Equipment,5.642826341403314,2020,-0.022404253468248925,0.1827724873267209
4142,Dollar Tree Inc,2020-12-10,2,Dollar Stores,5.872810529990349,2020,-0.022404253468248925,0.1827724873267209
4143,GK Holdings Inc,2020-03-31,4,Investment Holding Companies,5.232140290355038,2020,-0.022404253468248925,0.1827724873267209
4144,GK Holdings Inc,2020-06-19,5,Investment Holding Companies,5.451172850914118,2020,-0.022404253468248925,0.1827724873267209
4145,Hoover Group Inc,2020-06-11,4,Metal Containers Manufacturing,5.42926959485821,2020,-0.022404253468248925,0.1827724873267209
4146,AgroFresh Inc,2020-03-25,3,Functional Additives Manufacturing,4.76943400617398,2020,-0.022404253468248925,0.1827724873267209
4147,AgroFresh Inc,2020-07-07,3,Functional Additives Manufacturing,5.054176334900785,2020,-0.022404253468248925,0.1827724873267209
4148,Propulsion Acquisition LLC,2020-05-29,4,Other Commercial Support Services,4.95287377564221,2020,-0.022404253468248925,0.1827724873267209
4149,Avemco Insurance Co,2020-02-10,1,Property & Casualty Insurance,4.670869353922394,2020,-0.022404253468248925,0.1827724873267209
4150,US Specialty Insurance Co,2020-02-10,1,Insurance Brokers & Services,4.670869353922394,2020,-0.022404253468248925,0.1827724873267209
4151,Lindblad Expeditions Holdings Inc,2020-03-18,3,Cruise Lines,4.777647727194946,2020,-0.022404253468248925,0.1827724873267209
4152,Lindblad Expeditions Holdings Inc,2020-04-24,3,Cruise Lines,4.878950286453521,2020,-0.022404253468248925,0.1827724873267209
4153,Lindblad Expeditions Holdings Inc,2020-09-02,3,Cruise Lines,5.237616104369016,2020,-0.022404253468248925,0.1827724873267209
4154,ITT Holdings LLC,2020-04-22,3,Oil Pipelines & Storage,4.920018891558348,2020,-0.022404253468248925,0.1827724873267209
4155,ITT Holdings LLC,2020-11-12,3,Oil Pipelines & Storage,5.478551920984003,2020,-0.022404253468248925,0.1827724873267209
4156,Plantronics Inc,2020-02-21,3,Telecommunications Devices,4.763958192160003,2020,-0.022404253468248925,0.1827724873267209
4157,Natel Engineering Co Inc,2020-03-12,3,Semiconductor Devices,4.826930053320739,2020,-0.022404253468248925,0.1827724873267209
4158,World Acceptance Corp,2020-03-19,3,Consumer Finance,4.865260751418578,2020,-0.022404253468248925,0.1827724873267209
4159,PBF Logistics LP,2020-11-04,3,Refined Products Pipelines & Storage,5.505930991053889,2020,-0.022404253468248925,0.1827724873267209
4160,Sotera Health Holdings LLC,2020-11-18,3,Surgical Appliances & Supplies Manufacturing,5.563427038200648,2020,-0.022404253468248925,0.1827724873267209
4161,Sotera Health Holdings LLC,2020-12-14,3,Surgical Appliances & Supplies Manufacturing,5.634612620382349,2020,-0.022404253468248925,0.1827724873267209
4162,Chemours Co/The,2020-03-20,3,Specialty Chemicals Manufacturing,4.906329356523406,2020,-0.022404253468248925,0.1827724873267209
4163,Digital River Inc,2020-03-31,4,Enterprise Software,4.9473979616282335,2020,-0.022404253468248925,0.1827724873267209
4164,Optimas OE Solutions Holding LLC,2020-03-12,5,Hardware Wholesalers,4.895377728495451,2020,-0.022404253468248925,0.1827724873267209
4165,ADMI Corp,2020-03-30,3,Nursing & Residential Care,4.955611682649199,2020,-0.022404253468248925,0.1827724873267209
4166,ADMI Corp,2020-09-30,3,Nursing & Residential Care,5.4593865719350845,2020,-0.022404253468248925,0.1827724873267209
4167,Matador Resources Co,2020-03-27,3,Crude Oil & Natural Gas Exploration & Production,4.974777031698118,2020,-0.022404253468248925,0.1827724873267209
4168,LTI Holdings Inc,2020-03-25,4,Rubber & Plastic Manufacturing,4.980252845712095,2020,-0.022404253468248925,0.1827724873267209
4169,LTI Holdings Inc,2020-08-31,3,Rubber & Plastic Manufacturing,5.4155800598232675,2020,-0.022404253468248925,0.1827724873267209
4171,Uniti Group Inc,2020-03-04,4,Infrastructure REIT,4.925494705572325,2020,-0.022404253468248925,0.1827724873267209
4172,Uniti Group Inc,2020-10-07,3,Infrastructure REIT,5.519620526088831,2020,-0.022404253468248925,0.1827724873267209
4173,Quincy Media Inc,2020-12-16,3,Film & TV Production & Distribution,5.218450755320095,2020,-0.022404253468248925,0.1827724873267209
4174,CBL & Associates Properties Inc,2020-03-16,4,Regional Mall REIT,4.501119119489107,2020,-0.022404253468248925,0.1827724873267209
4175,UFS Holdings Inc,2020-03-31,4,Textile & Textile Products Manufacturing,4.542187724593934,2020,-0.022404253468248925,0.1827724873267209
4176,General Dynamics Corp,2020-03-03,1,Defense,4.544925631600923,2020,-0.022404253468248925,0.1827724873267209
4177,General Dynamics Corp,2020-03-20,1,Defense,4.591470050719727,2020,-0.022404253468248925,0.1827724873267209
4178,General Dynamics Corp,2020-06-12,1,Defense,4.821454239306762,2020,-0.022404253468248925,0.1827724873267209
4179,Vista Outdoor Inc,2020-08-20,3,Sporting Goods Manufacturing,5.0487005208868085,2020,-0.022404253468248925,0.1827724873267209
4180,KC Mergersub Inc,2020-03-31,4,Educational Services,4.673607260929383,2020,-0.022404253468248925,0.1827724873267209
4181,KUEHG Corp,2020-03-31,4,Educational Services,4.673607260929383,2020,-0.022404253468248925,0.1827724873267209
4185,Spirit Airlines Inc,2020-03-16,3,Mainline Airline Revenue - Low Cost,4.654441911880463,2020,-0.022404253468248925,0.1827724873267209
4186,Spirit Airlines Inc,2020-06-26,3,Mainline Airline Revenue - Low Cost,4.933708426593291,2020,-0.022404253468248925,0.1827724873267209
4187,Kraft Heinz Co/The,2020-02-14,3,Packaged Food Manufacturing,4.610635399768647,2020,-0.022404253468248925,0.1827724873267209
4188,MEDNAX Inc,2020-03-31,3,Health Care Services,4.331368885055819,2020,-0.022404253468248925,0.1827724873267209
4189,MEDNAX Inc,2020-05-11,3,Health Care Services,4.443623072342348,2020,-0.022404253468248925,0.1827724873267209
4190,CAA Holdings LLC,2020-05-04,3,Wireline Telecommunications Services,4.446360979349336,2020,-0.022404253468248925,0.1827724873267209
4191,Dexter Axle Co,2020-05-06,3,Auto Parts Manufacturing,4.481953770440187,2020,-0.022404253468248925,0.1827724873267209
4193,Match Group Inc,2020-08-12,3,Other Revenue - Dating Services Websites,4.815978425292785,2020,-0.022404253468248925,0.1827724873267209
4194,First Eagle Investment Management LLC,2020-03-19,3,Investment Management,4.4271956303004165,2020,-0.022404253468248925,0.1827724873267209
4195,Affordable Care Holding Corp,2020-03-30,4,Outpatient Health Services,4.462788421391267,2020,-0.022404253468248925,0.1827724873267209
4196,Affordable Care Holding Corp,2020-10-01,4,Outpatient Health Services,4.969301217684142,2020,-0.022404253468248925,0.1827724873267209
4197,Excellus Health Plan Inc,2020-09-16,2,Life Insurance,4.9610874966631755,2020,-0.022404253468248925,0.1827724873267209
4198,GTT Communications Inc,2020-08-11,4,Wireline Telecommunications Services,4.86252284441159,2020,-0.022404253468248925,0.1827724873267209
4199,GTT Communications Inc,2020-12-15,4,Wireline Telecommunications Services,5.207499127292142,2020,-0.022404253468248925,0.1827724873267209
4200,Nmsc Holdings Inc,2020-02-25,3,Health Care Services,3.9069932989726004,2020,-0.022404253468248925,0.1827724873267209
4201,Nmsc Holdings Inc,2020-03-30,4,Health Care Services,4.000082137210209,2020,-0.022404253468248925,0.1827724873267209
4202,nThrive Inc,2020-05-07,4,Health Care Software,4.104122603475773,2020,-0.022404253468248925,0.1827724873267209
4203,nThrive Inc,2020-11-25,4,Health Care Software,4.657179818887451,2020,-0.022404253468248925,0.1827724873267209
4204,Alexander's Inc,2020-10-30,3,Shopping Center REIT,4.599683771740692,2020,-0.022404253468248925,0.1827724873267209
4205,Blount International Inc,2020-04-22,3,Farm Machinery & Equipment Manufacturing,4.104122603475773,2020,-0.022404253468248925,0.1827724873267209
4206,Imagine! Print Solutions Inc,2020-01-08,4,Printing Services,3.8850900429166924,2020,-0.022404253468248925,0.1827724873267209
4207,Tailored Brands Inc,2020-03-20,4,Men's Clothing Stores,4.084957254426853,2020,-0.022404253468248925,0.1827724873267209
4208,Tailored Brands Inc,2020-07-02,5,Men's Clothing Stores,4.3696995831536585,2020,-0.022404253468248925,0.1827724873267209
4209,Surgery Partners Inc,2020-03-25,3,Health Care Facilities,4.123287952524692,2020,-0.022404253468248925,0.1827724873267209
4210,Surgery Partners Inc,2020-10-22,3,Health Care Facilities,4.700986330999267,2020,-0.022404253468248925,0.1827724873267209
4211,Exxon Mobil Corp,2020-03-16,1,Integrated Oils,4.117812138510716,2020,-0.022404253468248925,0.1827724873267209
4212,Mobil Corp,2020-03-16,1,Integrated Oils,4.117812138510716,2020,-0.022404253468248925,0.1827724873267209
4213,CIT Bank NA,2020-10-20,2,Banks,4.7311033080761415,2020,-0.022404253468248925,0.1827724873267209
4214,Welbilt Inc,2020-03-24,3,Food Product Machinery Manufacturing,4.158880743615543,2020,-0.022404253468248925,0.1827724873267209
4215,Welbilt Inc,2020-04-29,4,Food Product Machinery Manufacturing,4.25744539586713,2020,-0.022404253468248925,0.1827724873267209
4216,SolarWinds Holdings Inc,2020-12-22,3,Infrastructure Software,4.944660054621245,2020,-0.022404253468248925,0.1827724873267209
4217,Pioneer UK Midco 1 Ltd,2020-09-24,3,Specialty Pharmaceuticals,4.257445395867129,2020,-0.022404253468248925,0.1827724873267209
4218,Arbor Pharmaceuticals Inc,2020-05-01,3,Specialty Pharmaceuticals,3.8631867868607843,2020,-0.022404253468248925,0.1827724873267209
4219,Advanced Integration Technology LP,2020-05-15,3,Factory Automation Equipment Manufacturing,3.909731205979589,2020,-0.022404253468248925,0.1827724873267209
4220,MTS Systems Corp,2020-07-16,3,Other Machinery & Equipment Manufacturing,4.084957254426853,2020,-0.022404253468248925,0.1827724873267209
4221,Clear Channel Outdoor Holdings Inc,2020-07-21,4,Out of Home Display Advertising,4.101384696468784,2020,-0.022404253468248925,0.1827724873267209
4222,Chefs' Warehouse Inc/The,2020-03-20,3,Food & Beverage Products Wholesalers,3.7783116696441406,2020,-0.022404253468248925,0.1827724873267209
4223,Chefs' Warehouse Inc/The,2020-06-02,3,Food & Beverage Products Wholesalers,3.98091678816129,2020,-0.022404253468248925,0.1827724873267209
4224,Alorica Inc,2020-12-13,4,Business Process Outsourcing (BPO),4.53123609656598,2020,-0.022404253468248925,0.1827724873267209
4225,MGM Growth Properties LLC,2020-03-20,3,Gaming REIT,3.9672272531263477,2020,-0.022404253468248925,0.1827724873267209
4226,CVR Partners LP,2020-11-06,3,Nitrogenous Fertilizers Manufacturing,4.435409351321383,2020,-0.022404253468248925,0.1827724873267209
4227,Gogo Inc,2020-03-13,4,Wireless Telecommunications Services,3.8193802747489682,2020,-0.022404253468248925,0.1827724873267209
4228,Gogo Inc,2020-09-01,4,Wireless Telecommunications Services,4.2903002799509915,2020,-0.022404253468248925,0.1827724873267209
4229,Gogo Inc,2020-12-07,3,Wireless Telecommunications Services,4.555877259628877,2020,-0.022404253468248925,0.1827724873267209
4230,PTC Inc,2020-12-04,3,Engineering Software,4.591470050719727,2020,-0.022404253468248925,0.1827724873267209
4231,ATI Holdings Acquisition Inc,2020-03-31,3,Rehabilitation Centers,3.9453239970704397,2020,-0.022404253468248925,0.1827724873267209
4232,ATI Holdings Acquisition Inc,2020-09-25,3,Rehabilitation Centers,4.432671444314394,2020,-0.022404253468248925,0.1827724873267209
4233,Catalent Inc,2020-10-29,3,Contract Research,4.53123609656598,2020,-0.022404253468248925,0.1827724873267209
4234,McGraw-Hill Education Inc,2020-04-27,3,Book Publishers,4.024723300273107,2020,-0.022404253468248925,0.1827724873267209
4235,McGraw-Hill Education Inc,2020-09-04,4,Book Publishers,4.380651211181613,2020,-0.022404253468248925,0.1827724873267209
4236,McGraw-Hill Education Inc,2020-12-15,3,Book Publishers,4.659917725894441,2020,-0.022404253468248925,0.1827724873267209
4238,Fresh Market Inc/The,2020-07-09,4,Traditional Supermarkets,4.232804232804233,2020,-0.022404253468248925,0.1827724873267209
4239,Samsonite International SA,2020-03-03,3,Luggage,3.912469112986577,2020,-0.022404253468248925,0.1827724873267209
4240,Samsonite International SA,2020-03-27,3,Luggage,3.9781788811543017,2020,-0.022404253468248925,0.1827724873267209
4241,Samsonite International SA,2020-08-27,3,Luggage,4.397078653223543,2020,-0.022404253468248925,0.1827724873267209
4242,SRC Energy Inc,2020-01-15,3,Crude Oil & Natural Gas Exploration & Production,3.290964222400186,2020,-0.022404253468248925,0.1827724873267209
4243,Vertiv Group Corp,2020-01-31,3,Electrical Power Equipment Manufacturing,3.3731014326098414,2020,-0.022404253468248925,0.1827724873267209
4244,G-III Apparel Group Ltd,2020-07-28,3,Clothing & Accessories Wholesalers,3.8659246938677727,2020,-0.022404253468248925,0.1827724873267209
4245,Great Western Petroleum LLC,2020-03-31,4,Crude Oil & Natural Gas Exploration & Production,3.5483274810571057,2020,-0.022404253468248925,0.1827724873267209
4246,Great Western Petroleum LLC,2020-10-08,4,Crude Oil & Natural Gas Exploration & Production,4.07126771939191,2020,-0.022404253468248925,0.1827724873267209
4247,LSC Communications Inc,2020-03-02,4,Printing Services,3.4689281778544396,2020,-0.022404253468248925,0.1827724873267209
4248,LSC Communications Inc,2020-04-14,5,Printing Services,3.5866581791549454,2020,-0.022404253468248925,0.1827724873267209
4249,At Home Group Inc,2020-03-26,4,Houseware Stores,3.542851667043129,2020,-0.022404253468248925,0.1827724873267209
4250,At Home Group Inc,2020-08-03,4,Houseware Stores,3.8987795779516348,2020,-0.022404253468248925,0.1827724873267209
4251,At Home Group Inc,2020-08-13,3,Houseware Stores,3.92615864802152,2020,-0.022404253468248925,0.1827724873267209
4252,At Home Group Inc,2020-11-23,3,Houseware Stores,4.205425162734348,2020,-0.022404253468248925,0.1827724873267209
4253,Beasley Broadcast Group Inc,2020-04-22,4,Radio Stations,3.619513063238807,2020,-0.022404253468248925,0.1827724873267209
4254,Beasley Mezzanine Holdings LLC,2020-04-22,4,Radio Broadcasting,3.619513063238807,2020,-0.022404253468248925,0.1827724873267209
4255,DTI Holdco Inc,2020-03-26,4,Enterprise Software,3.5455895740501173,2020,-0.022404253468248925,0.1827724873267209
4256,Camelot UK Holdco Ltd,2020-07-29,3,Investment Holding Companies,3.890565856930669,2020,-0.022404253468248925,0.1827724873267209
4257,Camelot UK Holdco Ltd,2020-09-16,3,Investment Holding Companies,4.024723300273106,2020,-0.022404253468248925,0.1827724873267209
4258,Antero Midstream Partners LP,2020-02-04,3,Natural Gas Gathering & Processing,3.4114321307076807,2020,-0.022404253468248925,0.1827724873267209
4259,Avon International Operations Inc,2020-01-09,3,Personal Care Products Manufacturing,3.436073293770577,2020,-0.022404253468248925,0.1827724873267209
4260,Avon International Operations Inc,2020-03-18,3,Personal Care Products Manufacturing,3.6249888772527843,2020,-0.022404253468248925,0.1827724873267209
4261,Avon International Operations Inc,2020-05-11,3,Personal Care Products Manufacturing,3.7728358556301638,2020,-0.022404253468248925,0.1827724873267209
4262,Avon International Operations Inc,2020-10-14,3,Personal Care Products Manufacturing,4.199949348720371,2020,-0.022404253468248925,0.1827724873267209
4263,Confie Seguros Holding Co,2020-04-20,3,Insurance Brokers & Services,3.7180777154903932,2020,-0.022404253468248925,0.1827724873267209
4264,Confie Seguros Holding Co,2020-08-27,3,Insurance Brokers & Services,4.071267719391911,2020,-0.022404253468248925,0.1827724873267209
4265,CB Poly Investments LLC,2020-07-28,5,Unknown,4.002820044217198,2020,-0.022404253468248925,0.1827724873267209
4266,WME Entertainment Parent LLC,2020-03-16,3,Unknown,3.6386784122877267,2020,-0.022404253468248925,0.1827724873267209
4267,WME Entertainment Parent LLC,2020-04-13,4,Unknown,3.715339808483405,2020,-0.022404253468248925,0.1827724873267209
4268,UFC Holdings LLC,2020-03-16,3,Pro Sports & Related Activities,3.6496300403156807,2020,-0.022404253468248925,0.1827724873267209
4269,UFC Holdings LLC,2020-09-23,3,Pro Sports & Related Activities,4.172570278650486,2020,-0.022404253468248925,0.1827724873267209
4270,Zuffa Borrower LLC,2020-03-16,3,Unknown,3.6496300403156807,2020,-0.022404253468248925,0.1827724873267209
4271,Zuffa Borrower LLC,2020-09-23,3,Unknown,4.172570278650486,2020,-0.022404253468248925,0.1827724873267209
4272,Coherent Inc,2020-09-17,3,Optical Components,4.1753081856574745,2020,-0.022404253468248925,0.1827724873267209
4273,Revlon Inc,2020-02-13,4,Cosmetics Manufacturing,3.5839202721479566,2020,-0.022404253468248925,0.1827724873267209
4274,Revlon Inc,2020-03-25,4,Cosmetics Manufacturing,3.696174459434485,2020,-0.022404253468248925,0.1827724873267209
4275,Revlon Inc,2020-04-22,4,Cosmetics Manufacturing,3.7728358556301633,2020,-0.022404253468248925,0.1827724873267209
4276,Revlon Inc,2020-05-12,5,Cosmetics Manufacturing,3.8275939957699334,2020,-0.022404253468248925,0.1827724873267209
4277,Toyota Industries Commercial Finance Inc,2020-03-30,1,Commercial Vehicle Finance & Leasing,3.7454567855602785,2020,-0.022404253468248925,0.1827724873267209
4278,Toyota Industries Commercial Finance Inc,2020-05-28,1,Commercial Vehicle Finance & Leasing,3.9069932989726004,2020,-0.022404253468248925,0.1827724873267209
4279,OXEA Corp,2020-06-09,3,Basic & Diversified Chemicals Manufacturing,3.4607144568334736,2020,-0.022404253468248925,0.1827724873267209
4280,OXEA Corp,2020-11-10,3,Basic & Diversified Chemicals Manufacturing,3.882352135909704,2020,-0.022404253468248925,0.1827724873267209
4282,American Midstream Partners LP,2020-04-24,3,Natural Gas Transmission,3.37583933961683,2020,-0.022404253468248925,0.1827724873267209
4283,American Midstream Partners LP,2020-08-18,3,Natural Gas Transmission,3.693436552427497,2020,-0.022404253468248925,0.1827724873267209
4284,American Midstream Partners LP,2020-11-12,4,Natural Gas Transmission,3.9288965550285084,2020,-0.022404253468248925,0.1827724873267209
4285,Carlson Travel Inc,2020-03-13,3,Travel Agencies,3.269060966344278,2020,-0.022404253468248925,0.1827724873267209
4286,Carlson Travel Inc,2020-05-29,4,Travel Agencies,3.479879805882393,2020,-0.022404253468248925,0.1827724873267209
4287,Carlson Travel Inc,2020-07-10,4,Travel Agencies,3.5948719001759106,2020,-0.022404253468248925,0.1827724873267209
4288,Global Eagle Entertainment Inc,2020-04-13,4,Cable & Satellite Video Services,3.364887711588876,2020,-0.022404253468248925,0.1827724873267209
4289,Global Eagle Entertainment Inc,2020-07-22,5,Cable & Satellite Video Services,3.6386784122877267,2020,-0.022404253468248925,0.1827724873267209
4290,Priority Holdings LLC,2020-04-15,4,Data & Transaction Processors,3.3950046886657494,2020,-0.022404253468248925,0.1827724873267209
4291,Cvent Inc,2020-03-26,4,Application Software,3.3429844555329677,2020,-0.022404253468248925,0.1827724873267209
4292,Adient PLC,2020-03-27,3,Seating & Trim Manufacturing,3.3566739905679106,2020,-0.022404253468248925,0.1827724873267209
4293,Adient PLC,2020-09-04,3,Seating & Trim Manufacturing,3.79747701869306,2020,-0.022404253468248925,0.1827724873267209
4294,LD Intermediate Holdings Inc,2020-01-31,3,Investment Companies,3.208827012190531,2020,-0.022404253468248925,0.1827724873267209
4295,LD Intermediate Holdings Inc,2020-03-26,3,Investment Companies,3.359411897574899,2020,-0.022404253468248925,0.1827724873267209
4296,LD Intermediate Holdings Inc,2020-08-25,3,Investment Companies,3.775573762637152,2020,-0.022404253468248925,0.1827724873267209
4297,Hilton Grand Vacations Inc,2020-03-20,3,Time-Share Revenue - Hotels,3.3539360835609218,2020,-0.022404253468248925,0.1827724873267209
4298,Hilton Grand Vacations Inc,2020-06-05,3,Time-Share Revenue - Hotels,3.564754923099037,2020,-0.022404253468248925,0.1827724873267209
4299,Hilton Grand Vacations Inc,2020-11-16,3,Time-Share Revenue - Hotels,4.013771672245152,2020,-0.022404253468248925,0.1827724873267209
4301,Conduent Inc,2020-03-20,3,Information Technology (IT) Services,3.362149804581888,2020,-0.022404253468248925,0.1827724873267209
4302,Niska Gas Storage Partners LP,2020-01-17,3,Natural Gas Storage,3.2225165472254735,2020,-0.022404253468248925,0.1827724873267209
4303,Niska Gas Storage Partners LP,2020-05-12,3,Natural Gas Storage,3.5401137600361405,2020,-0.022404253468248925,0.1827724873267209
4304,Winnebago Industries Inc,2020-03-27,3,Motorhomes Manufacturing,3.436073293770577,2020,-0.022404253468248925,0.1827724873267209
4305,Extraction Oil & Gas Inc,2020-05-13,4,Crude Oil & Natural Gas Exploration & Production,3.5674928301060254,2020,-0.022404253468248925,0.1827724873267209
4306,Extraction Oil & Gas Inc,2020-05-15,5,Crude Oil & Natural Gas Exploration & Production,3.5729686441200026,2020,-0.022404253468248925,0.1827724873267209
4308,Forterra Inc,2020-10-02,3,Concrete Pipe Manufacturing,3.986392602175267,2020,-0.022404253468248925,0.1827724873267209
4309,LBM Borrower LLC,2020-12-01,3,Building Materials Dealers,4.150667022594577,2020,-0.022404253468248925,0.1827724873267209
4310,Coty Inc,2020-03-24,3,Cosmetics Manufacturing,3.463452363840462,2020,-0.022404253468248925,0.1827724873267209
4311,Coty Inc,2020-07-07,3,Cosmetics Manufacturing,3.7509325995742553,2020,-0.022404253468248925,0.1827724873267209
4313,K&N Parent Inc,2020-03-23,4,Auto Parts Manufacturing,3.466190270847451,2020,-0.022404253468248925,0.1827724873267209
4314,K&N Parent Inc,2020-06-17,4,Auto Parts Manufacturing,3.7016502734484624,2020,-0.022404253468248925,0.1827724873267209
4315,Playa Hotels & Resorts NV,2020-03-20,3,Hotels (excluding Casino Hotels) & Motels,2.976104916596508,2020,-0.022404253468248925,0.1827724873267209
4316,Playa Hotels & Resorts NV,2020-06-15,3,Hotels (excluding Casino Hotels) & Motels,3.214302826204508,2020,-0.022404253468248925,0.1827724873267209
4317,Playa Hotels & Resorts NV,2020-11-16,4,Hotels (excluding Casino Hotels) & Motels,3.6359405052807383,2020,-0.022404253468248925,0.1827724873267209
4318,Exterran Energy Solutions LP,2020-12-22,3,Oilfield Services & Equipment Manufacturing,3.7399809715463013,2020,-0.022404253468248925,0.1827724873267209
